preprocessing,model,k1,b,query,P@10,R@10,F1@10,AP@all,AP@10,RR,NDCG@10
stopwords+stemming,bm25,0.5,1,127,0.1000,0.2000,0.1333,0.1059,0.0500,0.2500,0.1284
stopwords+stemming,bm25,0.5,1,128,0.0000,0.0000,0.0000,0.0215,0.0000,0.0385,0.0000
stopwords+stemming,bm25,0.5,1,129,0.4000,0.5714,0.4706,0.3596,0.3373,0.5000,0.5198
stopwords+stemming,bm25,0.5,1,130,0.4000,0.8000,0.5333,0.3844,0.3800,0.5000,0.5460
stopwords+stemming,bm25,0.5,1,131,0.2000,0.2500,0.2222,0.2371,0.0458,0.1667,0.1013
stopwords+stemming,bm25,0.5,1,132,0.7000,0.4667,0.5600,0.6255,0.2887,0.5000,0.4439
stopwords+stemming,bm25,0.5,1,133,0.3000,0.4286,0.3529,0.4240,0.2738,0.5000,0.4098
stopwords+stemming,bm25,0.5,1,134,0.1000,0.5000,0.1667,0.2647,0.2500,0.5000,0.2961
stopwords+stemming,bm25,0.5,1,135,0.5000,0.6250,0.5556,0.5933,0.4173,1.0000,0.3609
stopwords+stemming,bm25,0.5,1,136,0.2000,0.6667,0.3077,0.4641,0.4444,1.0000,0.8490
stopwords+stemming,bm25,0.5,1,137,0.2000,0.5000,0.2857,0.2116,0.1806,0.5000,0.3044
stopwords+stemming,bm25,0.5,1,138,0.1000,0.5000,0.1667,0.1323,0.1000,0.2000,0.2372
stopwords+stemming,bm25,0.5,1,139,0.0000,0.0000,0.0000,0.0091,0.0000,0.0159,0.0000
stopwords+stemming,bm25,0.5,1,140,0.2000,0.3333,0.2500,0.1807,0.1500,0.5000,0.4047
stopwords+stemming,bm25,0.5,1,141,0.2000,0.3333,0.2500,0.4173,0.3333,1.0000,0.5455
stopwords+stemming,bm25,0.5,1,142,0.0000,0.0000,0.0000,0.0769,0.0000,0.0769,0.0000
stopwords+stemming,bm25,0.5,1,143,0.2000,1.0000,0.3333,0.6111,0.6111,1.0000,0.7977
stopwords+stemming,bm25,0.5,1,144,0.3000,0.5000,0.3750,0.2957,0.1597,0.2500,0.3491
stopwords+stemming,bm25,0.5,1,145,0.1000,0.1429,0.1176,0.1044,0.0286,0.2000,0.0814
stopwords+stemming,bm25,0.5,1,146,0.2000,1.0000,0.3333,0.7500,0.7500,1.0000,0.7075
stopwords+stemming,bm25,0.5,1,147,0.4000,0.4000,0.4000,0.2855,0.2433,0.5000,0.4335
stopwords+stemming,bm25,0.5,1,148,0.2000,0.3333,0.2500,0.1855,0.1389,0.3333,0.3194
stopwords+stemming,bm25,0.5,1,149,0.4000,0.3636,0.3810,0.2952,0.2030,1.0000,0.4448
stopwords+stemming,bm25,0.5,1,150,0.2000,1.0000,0.3333,0.8333,0.8333,1.0000,0.9197
stopwords+stemming,bm25,0.5,1,151,0.0000,0.0000,0.0000,0.0272,0.0000,0.0357,0.0000
stopwords+stemming,bm25,0.5,1,152,0.0000,0.0000,0.0000,0.0084,0.0000,0.0137,0.0000
stopwords+stemming,bm25,0.5,1,153,0.2000,0.2857,0.2353,0.1467,0.1000,0.5000,0.1950
stopwords+stemming,bm25,0.5,1,154,0.1000,0.5000,0.1667,0.5833,0.5000,1.0000,0.4693
stopwords+stemming,bm25,0.5,1,155,0.1000,0.1667,0.1250,0.1188,0.0833,0.5000,0.1420
stopwords+stemming,bm25,0.5,1,156,0.7000,0.5000,0.5833,0.5482,0.4786,1.0000,0.5725
stopwords+stemming,bm25,0.5,1,157,0.6000,0.1538,0.2449,0.2405,0.1081,0.5000,0.4547
stopwords+stemming,bm25,0.5,1,158,0.1000,0.1250,0.1111,0.1966,0.1250,1.0000,0.3630
stopwords+stemming,bm25,0.5,1,159,0.2000,0.2500,0.2222,0.0673,0.0429,0.1429,0.1256
stopwords+stemming,bm25,0.5,1,160,0.1000,0.2000,0.1333,0.1194,0.1000,0.5000,0.2484
stopwords+stemming,bm25,0.5,1,161,0.3000,0.5000,0.3750,0.5273,0.5000,1.0000,0.7193
stopwords+stemming,bm25,0.5,1,162,0.2000,0.2500,0.2222,0.2583,0.1458,0.5000,0.2005
stopwords+stemming,bm25,0.5,1,163,0.2000,0.6667,0.3077,0.2375,0.2167,0.2500,0.3836
stopwords+stemming,bm25,0.5,1,164,0.4000,0.5000,0.4444,0.5386,0.5000,1.0000,0.6809
stopwords+stemming,bm25,0.5,1,165,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6934
stopwords+stemming,bm25,0.5,1,166,0.0000,0.0000,0.0000,0.0442,0.0000,0.0833,0.0000
stopwords+stemming,bm25,0.5,1,167,0.2000,1.0000,0.3333,0.7500,0.7500,1.0000,0.9060
stopwords+stemming,bm25,0.5,1,168,0.1000,0.5000,0.1667,0.1042,0.0833,0.1667,0.2184
stopwords+stemming,bm25,0.5,1,169,0.2000,0.5000,0.2857,0.2247,0.2083,0.3333,0.3633
stopwords+stemming,bm25,0.5,1,170,0.3000,0.5000,0.3750,0.5432,0.5000,1.0000,0.6386
stopwords+stemming,bm25,0.5,1,171,0.2000,0.6667,0.3077,0.5833,0.5556,1.0000,0.6407
stopwords+stemming,bm25,0.5,1,172,0.4000,1.0000,0.5714,0.8042,0.8042,1.0000,0.8940
stopwords+stemming,bm25,0.5,1,173,0.2000,1.0000,0.3333,1.0000,1.0000,1.0000,1.0000
stopwords+stemming,bm25,0.5,1,174,0.1000,0.2000,0.1333,0.0473,0.0222,0.1111,0.1180
stopwords+stemming,bm25,0.5,1,175,0.1000,0.2000,0.1333,0.0547,0.0250,0.1250,0.1179
stopwords+stemming,bm25,0.5,1,176,0.0000,0.0000,0.0000,0.0448,0.0000,0.0714,0.0000
stopwords+stemming,bm25,0.5,1,177,0.4000,0.8000,0.5333,0.6909,0.6000,1.0000,0.8234
stopwords+stemming,bm25,0.5,1,178,0.2000,0.5000,0.2857,0.3768,0.3214,1.0000,0.6998
stopwords+stemming,bm25,0.5,1,179,0.2000,0.5000,0.2857,0.4265,0.4167,1.0000,0.5856
stopwords+stemming,bm25,0.5,1,180,0.3000,0.4286,0.3529,0.3663,0.2524,0.5000,0.3497
stopwords+stemming,bm25,0.5,1,181,0.1000,0.2000,0.1333,0.2600,0.2000,1.0000,0.2491
stopwords+stemming,bm25,0.5,1,182,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6697
stopwords+stemming,bm25,0.5,1,183,0.3000,0.2308,0.2609,0.2252,0.0971,0.5000,0.2346
stopwords+stemming,bm25,0.5,1,184,0.1000,0.1429,0.1176,0.2205,0.1429,1.0000,0.2881
stopwords+stemming,bm25,0.5,1,185,0.6000,0.6667,0.6316,0.8110,0.6222,1.0000,0.8115
stopwords+stemming,bm25,0.5,1,186,0.5000,0.3125,0.3846,0.1787,0.1587,0.5000,0.4521
stopwords+stemming,bm25,0.5,1,187,0.3000,0.5000,0.3750,0.2020,0.1944,0.5000,0.3639
stopwords+stemming,bm25,0.5,1,188,0.4000,0.3636,0.3810,0.3625,0.2374,1.0000,0.5204
stopwords+stemming,bm25,0.5,1,189,0.1000,0.1111,0.1053,0.0832,0.0222,0.2000,0.0748
stopwords+stemming,bm25,0.5,1,190,0.2000,0.4000,0.2667,0.4646,0.4000,1.0000,0.4684
stopwords+stemming,bm25,0.5,1,191,0.3000,0.2308,0.2609,0.2886,0.0668,0.2500,0.2046
stopwords+stemming,bm25,0.5,1,192,0.3000,0.7500,0.4286,0.5625,0.5417,1.0000,0.7246
stopwords+stemming,bm25,0.5,1,193,0.6000,0.6667,0.6316,0.7987,0.6508,1.0000,0.6861
stopwords+stemming,bm25,0.5,1,194,0.2000,0.3333,0.2500,0.1875,0.1032,0.3333,0.2269
stopwords+stemming,bm25,0.5,1,195,0.0000,0.0000,0.0000,0.0553,0.0000,0.0833,0.0000
stopwords+stemming,bm25,0.5,1,196,0.3000,0.2500,0.2727,0.1245,0.0903,0.5000,0.2585
stopwords+stemming,bm25,0.5,1,197,0.2000,0.6667,0.3077,0.4477,0.3889,0.5000,0.5249
stopwords+stemming,bm25,0.5,1,198,0.3000,0.7500,0.4286,0.5023,0.5000,1.0000,0.6899
stopwords+stemming,bm25,0.5,1,199,0.2000,0.2500,0.2222,0.0805,0.0429,0.1429,0.1384
stopwords+stemming,bm25,0.5,1,200,0.2000,0.6667,0.3077,0.2492,0.1778,0.3333,0.3703
stopwords+stemming,bm25,0.5,1,201,0.5000,0.3125,0.3846,0.3404,0.2180,1.0000,0.6045
stopwords+stemming,bm25,0.5,1,202,0.3000,0.2143,0.2500,0.1940,0.1369,0.5000,0.2384
stopwords+stemming,bm25,0.5,1,203,0.3000,0.2143,0.2500,0.1281,0.1000,0.5000,0.3359
stopwords+stemming,bm25,0.5,1,204,0.0000,0.0000,0.0000,0.0327,0.0000,0.0244,0.0000
stopwords+stemming,bm25,0.5,1,205,0.2000,1.0000,0.3333,0.6667,0.6667,1.0000,0.8316
stopwords+stemming,bm25,0.5,1,206,0.2000,0.6667,0.3077,0.2639,0.2619,0.5000,0.4909
stopwords+stemming,bm25,0.5,1,207,0.0000,0.0000,0.0000,0.0052,0.0000,0.0095,0.0000
stopwords+stemming,bm25,0.5,1,208,0.3000,0.5000,0.3750,0.3945,0.2944,0.5000,0.5175
stopwords+stemming,bm25,0.5,1,209,0.1000,0.0833,0.0909,0.1108,0.0083,0.1000,0.0589
stopwords+stemming,bm25,0.5,1,210,0.2000,0.3333,0.2500,0.2593,0.1944,0.5000,0.3808
stopwords+stemming,bm25,0.5,1,211,0.1000,0.0909,0.0952,0.1854,0.0909,1.0000,0.1096
stopwords+stemming,bm25,0.5,1,212,0.5000,0.3571,0.4167,0.4858,0.3016,1.0000,0.4819
stopwords+stemming,bm25,0.5,1,213,0.5000,0.4545,0.4762,0.4936,0.3682,1.0000,0.5668
stopwords+stemming,bm25,0.5,1,214,0.1000,0.2500,0.1429,0.1621,0.1250,0.5000,0.2463
stopwords+stemming,bm25,0.5,1,215,0.0000,0.0000,0.0000,0.0492,0.0000,0.0714,0.0000
stopwords+stemming,bm25,0.5,1,216,0.0000,0.0000,0.0000,0.0016,0.0000,0.0016,0.0000
stopwords+stemming,bm25,0.5,1,217,0.2000,0.1333,0.1600,0.1756,0.0778,0.5000,0.2303
stopwords+stemming,bm25,0.5,1,218,0.2000,0.1333,0.1600,0.1833,0.0370,0.3333,0.1200
stopwords+stemming,bm25,0.5,1,219,0.0000,0.0000,0.0000,0.0307,0.0000,0.0169,0.0000
stopwords+stemming,bm25,0.5,1,220,0.2000,0.1053,0.1379,0.2061,0.1053,1.0000,0.2455
stopwords+stemming,bm25,0.5,1,221,0.3000,0.1667,0.2143,0.2193,0.1343,1.0000,0.3442
stopwords+stemming,bm25,0.5,1,222,0.6000,0.6667,0.6316,0.7545,0.5979,1.0000,0.7582
stopwords+stemming,bm25,0.5,1,223,0.3000,0.7500,0.4286,0.5162,0.4792,0.5000,0.6096
stopwords+stemming,bm25,0.5,1,224,0.2000,0.2500,0.2222,0.1557,0.0563,0.2500,0.1896
stopwords+stemming,bm25,0.5,1,225,0.2000,0.0833,0.1176,0.0677,0.0486,0.5000,0.1454
stopwords+stemming,bm25,1.2,0,1,0.3000,0.1071,0.1579,0.1453,0.0629,1.0000,0.2376
stopwords+stemming,bm25,1.2,0,2,0.4000,0.1667,0.2353,0.1921,0.1340,1.0000,0.4812
stopwords+stemming,bm25,1.2,0,3,0.4000,0.5000,0.4444,0.3443,0.2216,0.5000,0.4179
stopwords+stemming,bm25,1.2,0,4,0.1000,0.5000,0.1667,0.2704,0.2500,0.5000,0.3869
stopwords+stemming,bm25,1.2,0,5,0.3000,0.7500,0.4286,0.4542,0.4405,1.0000,0.5675
stopwords+stemming,bm25,1.2,0,6,0.1000,0.2500,0.1429,0.0998,0.0625,0.2500,0.1407
stopwords+stemming,bm25,1.2,0,7,0.2000,0.4000,0.2667,0.1671,0.1467,0.3333,0.2725
stopwords+stemming,bm25,1.2,0,8,0.1000,0.0909,0.0952,0.1467,0.0909,1.0000,0.2670
stopwords+stemming,bm25,1.2,0,9,0.2000,0.6667,0.3077,0.1929,0.1778,0.2000,0.3487
stopwords+stemming,bm25,1.2,0,10,0.1000,0.1250,0.1111,0.1126,0.0625,0.5000,0.1323
stopwords+stemming,bm25,1.2,0,11,0.2000,0.2857,0.2353,0.1485,0.0524,0.1667,0.2082
stopwords+stemming,bm25,1.2,0,12,0.0000,0.0000,0.0000,0.0369,0.0000,0.0526,0.0000
stopwords+stemming,bm25,1.2,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords+stemming,bm25,1.2,0,14,0.0000,0.0000,0.0000,0.0537,0.0000,0.0833,0.0000
stopwords+stemming,bm25,1.2,0,15,0.2000,1.0000,0.3333,0.7500,0.7500,1.0000,0.7075
stopwords+stemming,bm25,1.2,0,16,0.2000,0.6667,0.3077,0.1635,0.1508,0.1667,0.3298
stopwords+stemming,bm25,1.2,0,17,0.0000,0.0000,0.0000,0.0349,0.0000,0.0526,0.0000
stopwords+stemming,bm25,1.2,0,18,0.1000,0.3333,0.1538,0.3530,0.3333,1.0000,0.4693
stopwords+stemming,bm25,1.2,0,19,0.0000,0.0000,0.0000,0.0122,0.0000,0.0167,0.0000
stopwords+stemming,bm25,1.2,0,20,0.5000,0.5556,0.5263,0.3351,0.2885,0.5000,0.4754
stopwords+stemming,bm25,1.2,0,21,0.0000,0.0000,0.0000,0.0285,0.0000,0.0345,0.0000
stopwords+stemming,bm25,1.2,0,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords+stemming,bm25,1.2,0,23,0.1000,0.0312,0.0476,0.1131,0.0156,0.5000,0.1654
stopwords+stemming,bm25,1.2,0,24,0.2000,0.6667,0.3077,0.3522,0.3333,0.5000,0.5405
stopwords+stemming,bm25,1.2,0,25,0.6000,0.6667,0.6316,0.6804,0.6323,1.0000,0.7502
stopwords+stemming,bm25,1.2,0,26,0.2000,0.3333,0.2500,0.1545,0.1222,0.3333,0.3073
stopwords+stemming,bm25,1.2,0,27,0.0000,0.0000,0.0000,0.0421,0.0000,0.0714,0.0000
stopwords+stemming,bm25,1.2,0,28,0.0000,0.0000,0.0000,0.0034,0.0000,0.0023,0.0000
stopwords+stemming,bm25,1.2,0,29,0.3000,0.3333,0.3158,0.2774,0.1972,1.0000,0.2446
stopwords+stemming,bm25,1.2,0,30,0.0000,0.0000,0.0000,0.0478,0.0000,0.0714,0.0000
stopwords+stemming,bm25,1.2,0,31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords+stemming,bm25,1.2,0,32,0.0000,0.0000,0.0000,0.0104,0.0000,0.0074,0.0000
stopwords+stemming,bm25,1.2,0,33,0.3000,1.0000,0.4615,0.5000,0.5000,0.5000,0.6284
stopwords+stemming,bm25,1.2,0,34,0.2000,0.3333,0.2500,0.2085,0.0972,0.2500,0.1828
stopwords+stemming,bm25,1.2,0,35,0.0000,0.0000,0.0000,0.0274,0.0000,0.0556,0.0000
stopwords+stemming,bm25,1.2,0,36,0.1000,0.5000,0.1667,0.2603,0.2500,0.5000,0.2961
stopwords+stemming,bm25,1.2,0,37,0.0000,0.0000,0.0000,0.0415,0.0000,0.0294,0.0000
stopwords+stemming,bm25,1.2,0,38,0.0000,0.0000,0.0000,0.0627,0.0000,0.0667,0.0000
stopwords+stemming,bm25,1.2,0,39,0.2000,0.1538,0.1739,0.1166,0.0641,0.5000,0.2254
stopwords+stemming,bm25,1.2,0,40,0.2000,0.1667,0.1818,0.1398,0.0972,0.5000,0.1777
stopwords+stemming,bm25,1.2,0,41,0.3000,1.0000,0.4615,0.7778,0.7778,1.0000,0.8845
stopwords+stemming,bm25,1.2,0,42,0.3000,0.6000,0.4000,0.1766,0.1667,0.2000,0.3615
stopwords+stemming,bm25,1.2,0,43,0.3000,0.5000,0.3750,0.3442,0.2768,1.0000,0.5486
stopwords+stemming,bm25,1.2,0,44,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords+stemming,bm25,1.2,0,45,0.1000,0.0833,0.0909,0.1220,0.0417,0.5000,0.1766
stopwords+stemming,bm25,1.2,0,46,0.6000,0.4000,0.4800,0.3962,0.3139,1.0000,0.5111
stopwords+stemming,bm25,1.2,0,47,0.4000,0.2857,0.3333,0.3508,0.1592,1.0000,0.4475
stopwords+stemming,bm25,1.2,0,48,0.3000,0.2727,0.2857,0.2046,0.1273,0.5000,0.2703
stopwords+stemming,bm25,1.2,0,49,0.0000,0.0000,0.0000,0.0347,0.0000,0.0556,0.0000
stopwords+stemming,bm25,1.2,0,50,0.0000,0.0000,0.0000,0.0211,0.0000,0.0323,0.0000
stopwords+stemming,bm25,1.2,0,51,0.5000,0.5000,0.5000,0.3609,0.2844,1.0000,0.4631
stopwords+stemming,bm25,1.2,0,52,0.2000,0.5000,0.2857,0.2073,0.1181,0.2500,0.2335
stopwords+stemming,bm25,1.2,0,53,0.3000,0.3000,0.3000,0.2319,0.1700,1.0000,0.3809
stopwords+stemming,bm25,1.2,0,54,0.2000,0.2222,0.2105,0.1900,0.1000,0.5000,0.2999
stopwords+stemming,bm25,1.2,0,55,0.1000,0.1000,0.1000,0.1551,0.0125,0.1250,0.0285
stopwords+stemming,bm25,1.2,0,56,0.2000,0.2000,0.2000,0.1155,0.0786,0.5000,0.1691
stopwords+stemming,bm25,1.2,0,57,0.0000,0.0000,0.0000,0.0598,0.0000,0.0435,0.0000
stopwords+stemming,bm25,1.2,0,58,0.1000,0.1111,0.1053,0.1296,0.0370,0.3333,0.1919
stopwords+stemming,bm25,1.2,0,59,0.0000,0.0000,0.0000,0.0689,0.0000,0.0833,0.0000
stopwords+stemming,bm25,1.2,0,60,0.3000,0.6000,0.4000,0.4428,0.4333,1.0000,0.5521
stopwords+stemming,bm25,1.2,0,61,0.3000,0.6000,0.4000,0.5192,0.4600,1.0000,0.6666
stopwords+stemming,bm25,1.2,0,62,0.0000,0.0000,0.0000,0.0187,0.0000,0.0323,0.0000
stopwords+stemming,bm25,1.2,0,63,0.0000,0.0000,0.0000,0.0264,0.0000,0.0222,0.0000
stopwords+stemming,bm25,1.2,0,64,0.1000,0.5000,0.1667,0.2614,0.2500,0.5000,0.4283
stopwords+stemming,bm25,1.2,0,65,0.0000,0.0000,0.0000,0.0830,0.0000,0.0526,0.0000
stopwords+stemming,bm25,1.2,0,66,0.0000,0.0000,0.0000,0.0429,0.0000,0.0417,0.0000
stopwords+stemming,bm25,1.2,0,67,0.1000,0.0714,0.0833,0.1414,0.0238,0.3333,0.1337
stopwords+stemming,bm25,1.2,0,68,0.1000,0.2000,0.1333,0.1050,0.0667,0.3333,0.2175
stopwords+stemming,bm25,1.2,0,69,0.1000,0.2000,0.1333,0.0615,0.0400,0.2000,0.1625
stopwords+stemming,bm25,1.2,0,70,0.1000,0.1000,0.1000,0.1605,0.1000,1.0000,0.2427
stopwords+stemming,bm25,1.2,0,71,0.1000,0.1250,0.1111,0.0704,0.0208,0.1667,0.1160
stopwords+stemming,bm25,1.2,0,72,0.0000,0.0000,0.0000,0.0369,0.0000,0.0909,0.0000
stopwords+stemming,bm25,1.2,0,73,0.5000,0.2500,0.3333,0.3257,0.1854,1.0000,0.6225
stopwords+stemming,bm25,1.2,0,74,0.1000,0.1667,0.1250,0.1446,0.0556,0.3333,0.2123
stopwords+stemming,bm25,1.2,0,75,0.0000,0.0000,0.0000,0.0118,0.0000,0.0093,0.0000
stopwords+stemming,bm25,1.2,0,76,0.4000,0.5714,0.4706,0.2861,0.2816,0.5000,0.4542
stopwords+stemming,bm25,1.2,0,77,0.3000,0.5000,0.3750,0.2727,0.2222,0.3333,0.2501
stopwords+stemming,bm25,1.2,0,78,0.2000,0.6667,0.3077,0.6144,0.5556,1.0000,0.6652
stopwords+stemming,bm25,1.2,0,79,0.0000,0.0000,0.0000,0.0245,0.0000,0.0312,0.0000
stopwords+stemming,bm25,1.2,0,80,0.0000,0.0000,0.0000,0.0081,0.0000,0.0114,0.0000
stopwords+stemming,bm25,1.2,0,81,0.2000,1.0000,0.3333,0.6429,0.6429,1.0000,0.5039
stopwords+stemming,bm25,1.2,0,82,0.2000,0.4000,0.2667,0.2904,0.2400,1.0000,0.4753
stopwords+stemming,bm25,1.2,0,83,0.1000,0.2500,0.1429,0.0936,0.0833,0.3333,0.1952
stopwords+stemming,bm25,1.2,0,84,0.3000,0.2727,0.2857,0.3370,0.2500,1.0000,0.2659
stopwords+stemming,bm25,1.2,0,85,0.1000,0.2500,0.1429,0.0730,0.0625,0.2500,0.1111
stopwords+stemming,bm25,1.2,0,86,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6934
stopwords+stemming,bm25,1.2,0,87,0.0000,0.0000,0.0000,0.0134,0.0000,0.0227,0.0000
stopwords+stemming,bm25,1.2,0,88,0.6000,1.0000,0.7500,0.6357,0.6357,0.5000,0.7435
stopwords+stemming,bm25,1.2,0,89,0.2000,0.3333,0.2500,0.1756,0.0694,0.1667,0.2347
stopwords+stemming,bm25,1.2,0,90,0.3000,0.2308,0.2609,0.2094,0.1099,0.5000,0.2311
stopwords+stemming,bm25,1.2,0,91,0.4000,0.4444,0.4211,0.3586,0.2716,1.0000,0.5632
stopwords+stemming,bm25,1.2,0,92,0.5000,0.3846,0.4348,0.3936,0.3062,1.0000,0.3462
stopwords+stemming,bm25,1.2,0,93,0.1000,1.0000,0.1818,0.5000,0.5000,0.5000,0.6309
stopwords+stemming,bm25,1.2,0,94,0.6000,0.5000,0.5455,0.4809,0.3644,1.0000,0.5180
stopwords+stemming,bm25,1.2,0,95,0.1000,0.5000,0.1667,0.5588,0.5000,1.0000,0.2159
stopwords+stemming,bm25,1.2,0,96,0.6000,0.4615,0.5217,0.4227,0.3244,0.5000,0.5712
stopwords+stemming,bm25,1.2,0,97,0.3000,0.3000,0.3000,0.2089,0.1767,0.5000,0.2939
stopwords+stemming,bm25,1.2,0,98,0.0000,0.0000,0.0000,0.0249,0.0000,0.0455,0.0000
stopwords+stemming,bm25,1.2,0,99,0.2000,0.5000,0.2857,0.2742,0.2500,0.5000,0.4715
stopwords+stemming,bm25,1.2,0,100,0.3000,0.3333,0.3158,0.3418,0.2778,1.0000,0.5063
stopwords+stemming,bm25,1.2,0,101,0.5000,0.8333,0.6250,0.4763,0.4175,0.3333,0.5437
stopwords+stemming,bm25,1.2,0,102,0.1000,0.2500,0.1429,0.0702,0.0357,0.1429,0.0910
stopwords+stemming,bm25,1.2,0,103,0.0000,0.0000,0.0000,0.0227,0.0000,0.0455,0.0000
stopwords+stemming,bm25,1.2,0,104,0.1000,0.2000,0.1333,0.1154,0.1000,0.5000,0.2140
stopwords+stemming,bm25,1.2,0,105,0.3000,0.6000,0.4000,0.4335,0.3833,0.5000,0.5553
stopwords+stemming,bm25,1.2,0,106,0.3000,0.6000,0.4000,0.4046,0.3333,0.5000,0.5108
stopwords+stemming,bm25,1.2,0,107,0.2000,0.2857,0.2353,0.2167,0.1048,0.3333,0.2410
stopwords+stemming,bm25,1.2,0,108,0.5000,0.7143,0.5882,0.7015,0.5901,1.0000,0.7756
stopwords+stemming,bm25,1.2,0,109,0.0000,0.0000,0.0000,0.0325,0.0000,0.0294,0.0000
stopwords+stemming,bm25,1.2,0,110,0.0000,0.0000,0.0000,0.0252,0.0000,0.0400,0.0000
stopwords+stemming,bm25,1.2,0,111,0.2000,0.2857,0.2353,0.1943,0.0929,0.2500,0.1738
stopwords+stemming,bm25,1.2,0,112,0.1000,0.5000,0.1667,0.3214,0.2500,0.5000,0.2398
stopwords+stemming,bm25,1.2,0,113,0.1000,0.2500,0.1429,0.0789,0.0500,0.2000,0.1510
stopwords+stemming,bm25,1.2,0,114,0.1000,0.2500,0.1429,0.0544,0.0278,0.1111,0.1553
stopwords+stemming,bm25,1.2,0,115,0.1000,0.2500,0.1429,0.0575,0.0500,0.2000,0.1835
stopwords+stemming,bm25,1.2,0,116,0.1000,0.2000,0.1333,0.0385,0.0200,0.1000,0.0770
stopwords+stemming,bm25,1.2,0,117,0.0000,0.0000,0.0000,0.0225,0.0000,0.0312,0.0000
stopwords+stemming,bm25,1.2,0,118,0.2000,0.6667,0.3077,0.2237,0.2167,0.2500,0.3843
stopwords+stemming,bm25,1.2,0,119,0.1000,1.0000,0.1818,0.1667,0.1667,0.1667,0.3562
stopwords+stemming,bm25,1.2,0,120,0.3000,0.3333,0.3158,0.3137,0.1417,0.5000,0.3421
stopwords+stemming,bm25,1.2,0,121,0.4000,0.5714,0.4706,0.4357,0.3340,0.5000,0.4973
stopwords+stemming,bm25,1.2,0,122,0.1000,0.1111,0.1053,0.0525,0.0123,0.1111,0.0297
stopwords+stemming,bm25,1.2,0,123,0.0000,0.0000,0.0000,0.0479,0.0000,0.0588,0.0000
stopwords+stemming,bm25,1.2,0,124,0.0000,0.0000,0.0000,0.0031,0.0000,0.0031,0.0000
stopwords+stemming,bm25,1.2,0,125,0.3000,0.1765,0.2222,0.2738,0.1118,1.0000,0.3908
stopwords+stemming,bm25,1.2,0,126,0.2000,0.2500,0.2222,0.2631,0.2500,1.0000,0.5130
stopwords+stemming,bm25,1.2,0,127,0.2000,0.4000,0.2667,0.1457,0.0900,0.2000,0.2563
stopwords+stemming,bm25,1.2,0,128,0.0000,0.0000,0.0000,0.0225,0.0000,0.0400,0.0000
stopwords+stemming,bm25,1.2,0,129,0.4000,0.5714,0.4706,0.3642,0.3452,0.5000,0.5249
stopwords+stemming,bm25,1.2,0,130,0.4000,0.8000,0.5333,0.5754,0.5722,1.0000,0.7197
stopwords+stemming,bm25,1.2,0,131,0.2000,0.2500,0.2222,0.2293,0.0667,0.2000,0.1225
stopwords+stemming,bm25,1.2,0,132,0.7000,0.4667,0.5600,0.7017,0.3754,1.0000,0.5658
stopwords+stemming,bm25,1.2,0,133,0.3000,0.4286,0.3529,0.3459,0.2175,1.0000,0.4493
stopwords+stemming,bm25,1.2,0,134,0.1000,0.5000,0.1667,0.5123,0.5000,1.0000,0.4693
stopwords+stemming,bm25,1.2,0,135,0.4000,0.5000,0.4444,0.5603,0.3250,1.0000,0.4429
stopwords+stemming,bm25,1.2,0,136,0.2000,0.6667,0.3077,0.1740,0.1619,0.2000,0.3666
stopwords+stemming,bm25,1.2,0,137,0.1000,0.2500,0.1429,0.1808,0.1250,0.5000,0.2061
stopwords+stemming,bm25,1.2,0,138,0.1000,0.5000,0.1667,0.2770,0.2500,0.5000,0.3869
stopwords+stemming,bm25,1.2,0,139,0.0000,0.0000,0.0000,0.0083,0.0000,0.0189,0.0000
stopwords+stemming,bm25,1.2,0,140,0.2000,0.3333,0.2500,0.1125,0.0889,0.2000,0.2955
stopwords+stemming,bm25,1.2,0,141,0.2000,0.3333,0.2500,0.2280,0.1389,0.3333,0.3048
stopwords+stemming,bm25,1.2,0,142,0.0000,0.0000,0.0000,0.0417,0.0000,0.0417,0.0000
stopwords+stemming,bm25,1.2,0,143,0.1000,0.5000,0.1667,0.5714,0.5000,1.0000,0.6131
stopwords+stemming,bm25,1.2,0,144,0.1000,0.1667,0.1250,0.2970,0.1667,1.0000,0.2427
stopwords+stemming,bm25,1.2,0,145,0.0000,0.0000,0.0000,0.0800,0.0000,0.0909,0.0000
stopwords+stemming,bm25,1.2,0,146,0.2000,1.0000,0.3333,0.2679,0.2679,0.2500,0.4541
stopwords+stemming,bm25,1.2,0,147,0.4000,0.4000,0.4000,0.3001,0.2488,0.5000,0.4391
stopwords+stemming,bm25,1.2,0,148,0.2000,0.3333,0.2500,0.1387,0.0889,0.2000,0.2550
stopwords+stemming,bm25,1.2,0,149,0.2000,0.1818,0.1905,0.2151,0.1212,1.0000,0.2985
stopwords+stemming,bm25,1.2,0,150,0.2000,1.0000,0.3333,1.0000,1.0000,1.0000,1.0000
